Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
74,323570,1323570,10000.0,2025-04-14,1
75,776658,1776658,10000.0,2025-06-14,1
76,392340,1392340,10000.0,2025-06-28,1
77,970071,1970071,10000.0,2025-02-27,1
78,208606,1208606,10000.0,2025-02-13,1
79,348878,1348878,10000.0,2025-02-13,1
80,927337,1927337,10000.0,2025-02-06,1
81,284150,1284150,10000.0,2025-08-21,1
82,45686,1045686,10000.0,2025-08-14,1
83,124276,1124276,10000.0,2025-05-21,1
84,405999,1405999,10000.0,2025-10-21,1
85,559181,1559181,10000.0,2025-01-27,1
86,964240,1964240,10000.0,2025-11-28,1
87,116325,1116325,10000.0,2025-06-07,1
88,728246,1728246,10000.0,2025-07-21,1
89,108317,1108317,10000.0,2025-08-14,1
90,522905,1522905,10000.0,2025-10-07,1
91,599634,1599634,10000.0,2025-12-14,1
92,646408,1646408,10000.0,2025-09-21,1
93,791817,1791817,10000.0,2025-10-21,1
94,961296,1961296,10000.0,2025-01-13,1
95,311302,1311302,10000.0,2025-11-07,1
96,770772,1770772,10000.0,2025-03-14,1
97,267225,1267225,10000.0,2025-04-28,1
98,945011,1945011,10000.0,2025-03-28,1
99,76029,1076029,10000.0,2025-09-07,1
100,901074,1901074,10000.0,2025-03-14,1
101,604579,1604579,10000.0,2025-07-21,1
102,745887,1745887,10000.0,2025-09-14,1
103,46761,1046761,10000.0,2025-10-28,1
104,21088,1021088,10000.0,2025-03-28,1
105,589761,1589761,10000.0,2025-05-28,1
106,764392,1764392,10000.0,2025-10-14,1
107,444680,1444680,10000.0,2025-02-06,1
108,349464,1349464,10000.0,2025-04-14,1
109,655700,1655700,10000.0,2025-11-14,1
110,582005,1582005,10000.0,2025-07-07,1
111,610415,1610415,10000.0,2025-02-27,1
112,312802,1312802,10000.0,2025-09-14,1
113,861692,1861692,10000.0,2025-01-06,1
114,264016,1264016,10000.0,2025-04-14,1
115,740479,1740479,10000.0,2025-03-14,1
116,393100,1393100,10000.0,2025-05-07,1
117,295970,1295970,10000.0,2025-01-06,1
118,140007,1140007,10000.0,2025-03-28,1
119,111113,1111113,10000.0,2025-07-14,1
120,84133,1084133,10000.0,2025-05-07,1
121,862891,1862891,10000.0,2025-04-28,1
122,256025,1256025,10000.0,2025-12-21,1
123,768335,1768335,10000.0,2025-12-07,1
124,992434,1992434,10000.0,2025-08-21,1
125,39082,1039082,10000.0,2025-11-21,1
126,339389,1339389,10000.0,2025-06-14,1
127,356964,1356964,10000.0,2025-02-06,1
128,175444,1175444,10000.0,2025-09-21,1
129,708421,1708421,10000.0,2025-01-20,1
130,509863,1509863,10000.0,2025-11-14,1
131,20289,1020289,10000.0,2025-06-14,1
132,502434,1502434,10000.0,2025-02-20,1
133,300980,1300980,10000.0,2025-07-21,1
134,35101,1035101,10000.0,2025-10-14,1
135,352419,1352419,10000.0,2025-12-28,1
136,523678,1523678,10000.0,2025-04-07,1
137,48311,1048311,10000.0,2025-01-06,1
138,418051,1418051,10000.0,2025-06-14,1
139,948529,1948529,10000.0,2025-04-07,1
140,662403,1662403,10000.0,2025-06-28,1
141,605076,1605076,10000.0,2025-01-20,1
142,989276,1989276,10000.0,2025-04-07,1
143,528700,1528700,10000.0,2025-04-21,1
144,829845,1829845,10000.0,2025-01-20,1
145,719330,1719330,10000.0,2025-07-14,1
146,753502,1753502,10000.0,2025-08-07,1
147,950919,1950919,10000.0,2025-02-27,1
148,90755,1090755,10000.0,2025-07-14,1
149,540365,1540365,10000.0,2025-06-14,1
150,718658,1718658,10000.0,2025-08-21,1
151,670107,1670107,10000.0,2025-05-07,1
152,212537,1212537,10000.0,2025-05-07,1
153,554543,1554543,10000.0,2025-10-21,1
154,186914,1186914,10000.0,2025-02-06,1
155,344170,1344170,10000.0,2025-09-07,1
156,943050,1943050,10000.0,2025-04-14,1
157,446237,1446237,10000.0,2025-12-07,1
158,182373,1182373,10000.0,2025-02-06,1
159,942532,1942532,10000.0,2025-08-21,1
160,381977,1381977,10000.0,2025-01-27,1
161,940095,1940095,10000.0,2025-08-07,1
162,64372,1064372,10000.0,2025-12-14,1
163,178198,1178198,10000.0,2025-08-21,1
164,951346,1951346,10000.0,2025-11-07,1
165,608101,1608101,10000.0,2025-10-07,1
166,513366,1513366,10000.0,2025-08-07,1
167,12805,1012805,10000.0,2025-10-28,1
168,986992,1986992,10000.0,2025-09-14,1
169,284841,1284841,10000.0,2025-10-21,1
170,544419,1544419,10000.0,2025-10-07,1
171,815478,1815478,10000.0,2025-01-06,1
172,708992,1708992,10000.0,2025-04-07,1
173,420997,1420997,10000.0,2025-09-14,1
174,924517,1924517,10000.0,2025-11-14,1
175,965812,1965812,10000.0,2025-06-07,1
176,720549,1720549,10000.0,2025-05-07,1
177,901564,1901564,10000.0,2025-08-28,1
178,413612,1413612,10000.0,2025-01-06,1
179,287003,1287003,10000.0,2025-05-14,1
180,769837,1769837,10000.0,2025-11-07,1
181,766750,1766750,10000.0,2025-03-28,1
182,23514,1023514,10000.0,2025-09-07,1
183,433542,1433542,10000.0,2025-05-07,1
184,835782,1835782,10000.0,2025-03-14,1
185,754409,1754409,10000.0,2025-04-21,1
186,593722,1593722,10000.0,2025-12-07,1
187,696645,1696645,10000.0,2025-09-21,1
188,975167,1975167,10000.0,2025-04-07,1
189,704365,1704365,10000.0,2025-08-14,1
190,113143,1113143,10000.0,2025-08-21,1
191,896250,1896250,10000.0,2025-09-28,1
192,375381,1375381,10000.0,2025-07-28,1
193,546193,1546193,10000.0,2025-02-06,1
194,834264,1834264,10000.0,2025-08-14,1
195,623331,1623331,10000.0,2025-05-21,1
196,311135,1311135,10000.0,2025-03-07,1
197,970263,1970263,10000.0,2025-10-21,1
198,453500,1453500,10000.0,2025-03-21,1
199,85532,1085532,10000.0,2025-06-07,1
200,584712,1584712,10000.0,2025-09-21,1
201,493159,1493159,10000.0,2025-04-14,1
202,46879,1046879,10000.0,2025-10-14,1
203,627271,1627271,10000.0,2025-07-14,1
204,482274,1482274,10000.0,2025-08-07,1
205,2402,1002402,10000.0,2025-10-28,1
206,701498,1701498,10000.0,2025-11-28,1
207,171795,1171795,10000.0,2025-06-28,1
208,301331,1301331,10000.0,2025-11-28,1
209,655140,1655140,10000.0,2025-09-21,1
210,930261,1930261,10000.0,2025-04-21,1
211,761114,1761114,10000.0,2025-02-27,1
212,889270,1889270,10000.0,2025-08-14,1
213,496766,1496766,10000.0,2025-08-28,1
214,267600,1267600,10000.0,2025-09-21,1
215,720058,1720058,10000.0,2025-06-28,1
216,502573,1502573,10000.0,2025-03-07,1
217,24466,1024466,10000.0,2025-02-06,1
218,817123,1817123,10000.0,2025-02-06,1
219,999282,1999282,10000.0,2025-06-14,1
220,648643,1648643,10000.0,2025-10-21,1
221,816609,1816609,10000.0,2025-04-07,1
222,232307,1232307,10000.0,2025-05-07,1
223,611784,1611784,10000.0,2025-08-28,1
224,614215,1614215,10000.0,2025-07-28,1
225,517571,1517571,10000.0,2025-03-07,1
226,829702,1829702,10000.0,2025-09-14,1
227,423656,1423656,10000.0,2025-06-07,1
228,105097,1105097,10000.0,2025-01-13,1
229,585824,1585824,10000.0,2025-09-14,1
230,778937,1778937,10000.0,2025-11-28,1
231,343136,1343136,10000.0,2025-07-28,1
232,569192,1569192,10000.0,2025-12-07,1
233,700529,1700529,10000.0,2025-02-27,1
234,922333,1922333,10000.0,2025-11-28,1
235,435949,1435949,10000.0,2025-09-28,1
236,701354,1701354,10000.0,2025-06-07,1
237,640637,1640637,10000.0,2025-09-28,1
238,837368,1837368,10000.0,2025-06-28,1
239,527262,1527262,10000.0,2025-05-07,1
240,857279,1857279,10000.0,2025-05-07,1
241,838815,1838815,10000.0,2025-10-07,1
242,964225,1964225,10000.0,2025-06-07,1
243,81548,1081548,10000.0,2025-10-21,1
244,656596,1656596,10000.0,2025-10-28,1
245,881215,1881215,10000.0,2025-11-07,1
246,345003,1345003,10000.0,2025-11-14,1
247,196311,1196311,10000.0,2025-08-14,1
248,79585,1079585,10000.0,2025-02-20,1
249,545681,1545681,10000.0,2025-10-07,1
250,196908,1196908,10000.0,2025-09-28,1
251,541982,1541982,10000.0,2025-09-14,1
252,855296,1855296,10000.0,2025-06-14,1
253,15482,1015482,10000.0,2025-11-14,1
254,415991,1415991,10000.0,2025-12-07,1
255,831817,1831817,10000.0,2025-09-07,1
256,562565,1562565,10000.0,2025-02-13,1
257,606426,1606426,10000.0,2025-02-27,1
258,448306,1448306,10000.0,2025-06-07,1
259,488236,1488236,10000.0,2025-01-27,1
260,610212,1610212,10000.0,2025-07-21,1
261,661979,1661979,10000.0,2025-11-14,1
262,31842,1031842,10000.0,2025-12-14,1
263,61744,1061744,10000.0,2025-12-07,1
264,672710,1672710,10000.0,2025-07-21,1
265,715666,1715666,10000.0,2025-11-21,1
266,425640,1425640,10000.0,2025-04-07,1
267,53507,1053507,10000.0,2025-09-14,1
268,52967,1052967,10000.0,2025-06-14,1
269,542726,1542726,10000.0,2025-10-07,1
270,38603,1038603,10000.0,2025-10-14,1
271,95420,1095420,10000.0,2025-06-14,1
272,100016,1100016,10000.0,2025-10-07,1
273,219428,1219428,10000.0,2025-04-21,1
274,573048,1573048,10000.0,2025-10-21,1
275,839937,1839937,10000.0,2025-02-20,1
276,525163,1525163,10000.0,2025-03-21,1
277,1339,1001339,10000.0,2025-09-07,1
278,475434,1475434,10000.0,2025-12-14,1
279,997365,1997365,10000.0,2025-03-14,1
280,740642,1740642,10000.0,2025-07-14,1
281,186287,1186287,10000.0,2025-03-14,1
282,4047,1004047,10000.0,2025-02-20,1
283,662072,1662072,10000.0,2025-10-14,1
284,612053,1612053,10000.0,2025-10-07,1
285,386711,1386711,10000.0,2025-07-14,1
286,575706,1575706,10000.0,2025-02-06,1
287,752615,1752615,10000.0,2025-07-14,1
288,161090,1161090,10000.0,2025-12-14,1
289,739078,1739078,10000.0,2025-02-27,1
290,998250,1998250,10000.0,2025-06-28,1
291,183921,1183921,10000.0,2025-05-28,1
292,435986,1435986,10000.0,2025-10-21,1
293,962438,1962438,10000.0,2025-09-14,1
294,168579,1168579,10000.0,2025-10-21,1
295,107382,1107382,10000.0,2025-07-14,1
296,514253,1514253,10000.0,2025-04-14,1
297,600488,1600488,10000.0,2025-02-06,1
298,440507,1440507,10000.0,2025-05-28,1
299,920396,1920396,10000.0,2025-10-21,1
300,781160,1781160,10000.0,2025-03-07,1
301,98249,1098249,10000.0,2025-12-07,1
302,403740,1403740,10000.0,2025-08-28,1
303,55312,1055312,10000.0,2025-07-28,1
304,407141,1407141,10000.0,2025-05-28,1
305,131443,1131443,10000.0,2025-11-28,1
306,50586,1050586,10000.0,2025-07-21,1
307,894814,1894814,10000.0,2025-03-14,1
308,19940,1019940,10000.0,2025-10-21,1
309,733124,1733124,10000.0,2025-07-14,1
310,630226,1630226,10000.0,2025-05-28,1
311,501113,1501113,10000.0,2025-10-14,1
312,155091,1155091,10000.0,2025-05-28,1
313,144664,1144664,10000.0,2025-07-14,1
314,684117,1684117,10000.0,2025-01-06,1
315,399563,1399563,10000.0,2025-05-28,1
316,321099,1321099,10000.0,2025-03-28,1
317,84548,1084548,10000.0,2025-07-21,1
318,684453,1684453,10000.0,2025-03-14,1
319,921165,1921165,10000.0,2025-06-07,1
320,244256,1244256,10000.0,2025-10-07,1
321,186235,1186235,10000.0,2025-11-28,1
322,589015,1589015,10000.0,2025-05-14,1
323,390158,1390158,10000.0,2025-07-07,1
324,77297,1077297,10000.0,2025-03-21,1
325,351911,1351911,10000.0,2025-09-21,1
326,539128,1539128,10000.0,2025-05-14,1
327,338774,1338774,10000.0,2025-12-28,1
328,809713,1809713,10000.0,2025-01-27,1
329,140680,1140680,10000.0,2025-07-28,1
330,164917,1164917,10000.0,2025-02-27,1
331,364726,1364726,10000.0,2025-01-20,1
332,732322,1732322,10000.0,2025-05-28,1
333,4223,1004223,10000.0,2025-09-21,1
334,50657,1050657,10000.0,2025-07-14,1
335,135962,1135962,10000.0,2025-03-28,1
336,682322,1682322,10000.0,2025-07-14,1
337,204123,1204123,10000.0,2025-06-28,1
338,274113,1274113,10000.0,2025-08-21,1
339,262457,1262457,10000.0,2025-06-28,1
340,606641,1606641,10000.0,2025-08-07,1
341,850862,1850862,10000.0,2025-01-20,1
342,614328,1614328,10000.0,2025-08-21,1
343,281470,1281470,10000.0,2025-04-28,1
344,276384,1276384,10000.0,2025-04-14,1
345,778613,1778613,10000.0,2025-09-21,1
346,340680,1340680,10000.0,2025-06-21,1
347,560367,1560367,10000.0,2025-10-14,1
348,778349,1778349,10000.0,2025-01-27,1
349,275067,1275067,10000.0,2025-09-07,1
350,493398,1493398,10000.0,2025-12-07,1
351,569425,1569425,10000.0,2025-03-14,1
352,50868,1050868,10000.0,2025-10-21,1
353,882681,1882681,10000.0,2025-10-21,1
354,239014,1239014,10000.0,2025-02-13,1
355,922579,1922579,10000.0,2025-10-14,1
356,879544,1879544,10000.0,2025-08-21,1
357,546804,1546804,10000.0,2025-11-21,1
358,666932,1666932,10000.0,2025-04-14,1
359,781944,1781944,10000.0,2025-05-14,1
360,148685,1148685,10000.0,2025-11-28,1
361,286718,1286718,10000.0,2025-10-14,1
362,633915,1633915,10000.0,2025-06-21,1
363,530200,1530200,10000.0,2025-12-14,1
364,87963,1087963,10000.0,2025-01-06,1
365,870281,1870281,10000.0,2025-01-27,1
366,174306,1174306,10000.0,2025-04-28,1
367,92339,1092339,10000.0,2025-07-14,1
368,673932,1673932,10000.0,2025-06-21,1
369,228693,1228693,10000.0,2025-10-14,1
370,958232,1958232,10000.0,2025-04-21,1
371,244365,1244365,10000.0,2025-03-07,1
372,601952,1601952,10000.0,2025-06-14,1
373,617309,1617309,10000.0,2025-06-07,1
374,681278,1681278,10000.0,2025-02-13,1
375,969436,1969436,10000.0,2025-11-28,1
376,479179,1479179,10000.0,2025-12-21,1
377,754898,1754898,10000.0,2025-07-21,1
378,628052,1628052,10000.0,2025-09-21,1
379,495445,1495445,10000.0,2025-05-28,1
380,502272,1502272,10000.0,2025-05-28,1
381,450963,1450963,10000.0,2025-09-14,1
382,675438,1675438,10000.0,2025-10-14,1
383,378949,1378949,10000.0,2025-08-28,1
384,602558,1602558,10000.0,2025-12-28,1
385,427532,1427532,10000.0,2025-11-14,1
386,165148,1165148,10000.0,2025-01-13,1
387,475875,1475875,10000.0,2025-11-21,1
388,808270,1808270,10000.0,2025-03-21,1
389,230373,1230373,10000.0,2025-02-13,1
390,325374,1325374,10000.0,2025-10-07,1
391,285457,1285457,10000.0,2025-01-27,1
392,192939,1192939,10000.0,2025-03-14,1
393,997447,1997447,10000.0,2025-04-28,1
394,174706,1174706,10000.0,2025-08-07,1
395,161388,1161388,10000.0,2025-03-07,1
396,121711,1121711,10000.0,2025-06-14,1
397,613061,1613061,10000.0,2025-10-21,1
398,706846,1706846,10000.0,2025-12-21,1
399,885918,1885918,10000.0,2025-12-28,1
400,782820,1782820,10000.0,2025-01-27,1
401,356287,1356287,10000.0,2025-08-07,1
402,786153,1786153,10000.0,2025-03-07,1
403,363156,1363156,10000.0,2025-12-07,1
404,508905,1508905,10000.0,2025-01-27,1
405,355707,1355707,10000.0,2025-12-07,1
406,813606,1813606,10000.0,2025-05-21,1
407,94984,1094984,10000.0,2025-06-21,1
408,869762,1869762,10000.0,2025-09-21,1
409,655112,1655112,10000.0,2025-06-14,1
410,771071,1771071,10000.0,2025-08-21,1
411,216569,1216569,10000.0,2025-06-07,1
412,487920,1487920,10000.0,2025-04-28,1
413,232128,1232128,10000.0,2025-09-14,1
414,4613,1004613,10000.0,2025-04-07,1
415,994722,1994722,10000.0,2025-10-21,1
416,177947,1177947,10000.0,2025-11-21,1
417,94633,1094633,10000.0,2025-01-20,1
418,300742,1300742,10000.0,2025-05-28,1
419,876413,1876413,10000.0,2025-04-07,1
420,443857,1443857,10000.0,2025-08-28,1
421,504606,1504606,10000.0,2025-05-28,1
422,36966,1036966,10000.0,2025-05-21,1
423,973837,1973837,10000.0,2025-02-20,1
424,358294,1358294,10000.0,2025-04-28,1
425,924991,1924991,10000.0,2025-12-21,1
426,832067,1832067,10000.0,2025-05-21,1
427,172907,1172907,10000.0,2025-11-14,1
428,354769,1354769,10000.0,2025-07-14,1
429,278635,1278635,10000.0,2025-11-07,1
430,510703,1510703,10000.0,2025-06-21,1
431,994661,1994661,10000.0,2025-01-27,1
432,57562,1057562,10000.0,2025-12-07,1
433,814225,1814225,10000.0,2025-02-27,1
434,426504,1426504,10000.0,2025-06-14,1
435,144817,1144817,10000.0,2025-04-07,1
436,518609,1518609,10000.0,2025-02-20,1
437,847262,1847262,10000.0,2025-02-13,1
438,47698,1047698,10000.0,2025-01-20,1
439,88012,1088012,10000.0,2025-07-21,1
440,880086,1880086,10000.0,2025-09-07,1
441,850461,1850461,10000.0,2025-03-21,1
442,25208,1025208,10000.0,2025-04-21,1
443,740531,1740531,10000.0,2025-02-13,1
444,645830,1645830,10000.0,2025-10-28,1
445,698192,1698192,10000.0,2025-07-07,1
446,144073,1144073,10000.0,2025-08-28,1
447,101535,1101535,10000.0,2025-05-07,1
448,557449,1557449,10000.0,2025-11-21,1
449,800901,1800901,10000.0,2025-10-07,1
450,592697,1592697,10000.0,2025-05-07,1
451,894488,1894488,10000.0,2025-05-28,1
452,725986,1725986,10000.0,2025-08-21,1
453,343339,1343339,10000.0,2025-03-28,1
454,680242,1680242,10000.0,2025-12-21,1
455,647950,1647950,10000.0,2025-06-14,1
456,173726,1173726,10000.0,2025-05-14,1
457,474518,1474518,10000.0,2025-09-28,1
458,531849,1531849,10000.0,2025-02-27,1
459,689344,1689344,10000.0,2025-10-28,1
460,48709,1048709,10000.0,2025-04-28,1
461,286006,1286006,10000.0,2025-06-07,1
462,196611,1196611,10000.0,2025-11-14,1
463,331371,1331371,10000.0,2025-08-21,1
464,484835,1484835,10000.0,2025-08-21,1
465,772404,1772404,10000.0,2025-01-13,1
466,885414,1885414,10000.0,2025-10-07,1
467,489396,1489396,10000.0,2025-04-07,1
468,706449,1706449,10000.0,2025-08-28,1
469,318463,1318463,10000.0,2025-09-28,1
470,307406,1307406,10000.0,2025-11-07,1
471,554137,1554137,10000.0,2025-12-14,1
472,873155,1873155,10000.0,2025-07-07,1
473,988650,1988650,10000.0,2025-09-28,1
474,339964,1339964,10000.0,2025-08-07,1
475,196892,1196892,10000.0,2025-11-07,1
476,407171,1407171,10000.0,2025-01-27,1
477,831890,1831890,10000.0,2025-06-28,1
478,258331,1258331,10000.0,2025-02-27,1
479,494058,1494058,10000.0,2025-04-21,1
480,404010,1404010,10000.0,2025-07-28,1
481,720083,1720083,10000.0,2025-05-28,1
482,511071,1511071,10000.0,2025-11-21,1
483,986513,1986513,10000.0,2025-08-07,1
484,416128,1416128,10000.0,2025-05-21,1
485,991380,1991380,10000.0,2025-08-21,1
486,810772,1810772,10000.0,2025-04-21,1
487,70567,1070567,10000.0,2025-03-07,1
488,730451,1730451,10000.0,2025-07-07,1
489,46424,1046424,10000.0,2025-12-28,1
490,347375,1347375,10000.0,2025-03-14,1
491,929200,1929200,10000.0,2025-03-14,1
492,517395,1517395,10000.0,2025-10-14,1
493,809648,1809648,10000.0,2025-03-21,1
494,791203,1791203,10000.0,2025-07-28,1
495,254458,1254458,10000.0,2025-07-07,1
496,667993,1667993,10000.0,2025-12-14,1
497,666160,1666160,10000.0,2025-09-07,1
498,907426,1907426,10000.0,2025-07-07,1
499,556671,1556671,10000.0,2025-10-21,1
500,472101,1472101,10000.0,2025-08-07,1
501,931692,1931692,10000.0,2025-01-27,1
502,402090,1402090,10000.0,2025-04-07,1
503,760512,1760512,10000.0,2025-03-21,1
504,338001,1338001,10000.0,2025-10-14,1
505,797898,1797898,10000.0,2025-07-14,1
506,49399,1049399,10000.0,2025-03-21,1
507,73990,1073990,10000.0,2025-03-07,1
508,215040,1215040,10000.0,2025-01-20,1
509,746407,1746407,10000.0,2025-12-07,1
510,715893,1715893,10000.0,2025-11-28,1
511,125463,1125463,10000.0,2025-07-28,1
512,663910,1663910,10000.0,2025-02-06,1
513,160445,1160445,10000.0,2025-01-27,1
514,52995,1052995,10000.0,2025-11-14,1
515,409686,1409686,10000.0,2025-01-20,1
516,280275,1280275,10000.0,2025-06-28,1
517,765555,1765555,10000.0,2025-11-07,1
518,849979,1849979,10000.0,2025-05-07,1
519,600507,1600507,10000.0,2025-05-21,1
520,683710,1683710,10000.0,2025-10-07,1
521,814698,1814698,10000.0,2025-03-28,1
522,277225,1277225,10000.0,2025-09-07,1
523,247595,1247595,10000.0,2025-12-07,1
524,432588,1432588,10000.0,2025-09-14,1
525,8624,1008624,10000.0,2025-01-06,1
526,833268,1833268,10000.0,2025-11-28,1
527,908151,1908151,10000.0,2025-03-07,1
528,111152,1111152,10000.0,2025-12-28,1
529,899476,1899476,10000.0,2025-11-21,1
530,68364,1068364,10000.0,2025-09-21,1
531,497490,1497490,10000.0,2025-07-28,1
532,734199,1734199,10000.0,2025-04-07,1
533,570184,1570184,10000.0,2025-10-14,1
534,341603,1341603,10000.0,2025-12-28,1
535,674480,1674480,10000.0,2025-04-07,1
536,553008,1553008,10000.0,2025-01-27,1
537,144048,1144048,10000.0,2025-04-21,1
538,664689,1664689,10000.0,2025-02-06,1
539,12171,1012171,10000.0,2025-06-28,1
540,797765,1797765,10000.0,2025-11-07,1
541,769629,1769629,10000.0,2025-02-06,1
542,140598,1140598,10000.0,2025-06-28,1
543,19977,1019977,10000.0,2025-09-14,1
544,916302,1916302,10000.0,2025-01-20,1
545,879103,1879103,10000.0,2025-05-21,1
546,769035,1769035,10000.0,2025-12-07,1
547,933020,1933020,10000.0,2025-05-14,1
548,573964,1573964,10000.0,2025-10-21,1
549,99758,1099758,10000.0,2025-05-07,1
550,609613,1609613,10000.0,2025-01-13,1
551,202742,1202742,10000.0,2025-09-21,1
552,717241,1717241,10000.0,2025-03-28,1
553,922966,1922966,10000.0,2025-08-14,1
554,699982,1699982,10000.0,2025-07-28,1
555,687441,1687441,10000.0,2025-08-21,1
556,704748,1704748,10000.0,2025-04-28,1
557,172453,1172453,10000.0,2025-09-28,1
558,651860,1651860,10000.0,2025-06-14,1
559,880581,1880581,10000.0,2025-06-21,1
560,297732,1297732,10000.0,2025-05-21,1
561,130233,1130233,10000.0,2025-04-14,1
562,839790,1839790,10000.0,2025-11-21,1
563,318928,1318928,10000.0,2025-11-14,1
564,361470,1361470,10000.0,2025-08-14,1
565,802488,1802488,10000.0,2025-04-14,1
566,837932,1837932,10000.0,2025-06-07,1
567,186574,1186574,10000.0,2025-03-28,1
568,195895,1195895,10000.0,2025-07-28,1
569,974999,1974999,10000.0,2025-03-14,1
570,182367,1182367,10000.0,2025-02-13,1
571,990583,1990583,10000.0,2025-06-28,1
572,897167,1897167,10000.0,2025-09-07,1
573,759358,1759358,10000.0,2025-10-28,1
574,544059,1544059,10000.0,2025-01-20,1
575,688186,1688186,10000.0,2025-12-14,1
576,372381,1372381,10000.0,2025-03-14,1
577,554861,1554861,10000.0,2025-03-21,1
578,796337,1796337,10000.0,2025-01-27,1
579,532207,1532207,10000.0,2025-05-07,1
580,961227,1961227,10000.0,2025-11-07,1
581,934099,1934099,10000.0,2025-02-06,1
582,665110,1665110,10000.0,2025-08-21,1
583,454870,1454870,10000.0,2025-06-14,1
584,879349,1879349,10000.0,2025-01-20,1
585,477926,1477926,10000.0,2025-07-14,1
586,355175,1355175,10000.0,2025-01-20,1
587,897655,1897655,10000.0,2025-06-28,1
588,661192,1661192,10000.0,2025-04-28,1
589,145184,1145184,10000.0,2025-11-28,1
590,908524,1908524,10000.0,2025-07-21,1
591,655015,1655015,10000.0,2025-08-07,1
592,458363,1458363,10000.0,2025-04-07,1
593,42880,1042880,10000.0,2025-04-07,1
594,262836,1262836,10000.0,2025-04-28,1
595,404812,1404812,10000.0,2025-05-28,1
596,668812,1668812,10000.0,2025-05-28,1
597,779255,1779255,10000.0,2025-05-14,1
598,378398,1378398,10000.0,2025-05-14,1
599,379942,1379942,10000.0,2025-02-20,1
600,488415,1488415,10000.0,2025-01-27,1
601,807850,1807850,10000.0,2025-03-14,1
602,816105,1816105,10000.0,2025-12-07,1
603,281865,1281865,10000.0,2025-06-28,1
604,811686,1811686,10000.0,2025-02-06,1
